paperId,referencedPaperId
61c931d50f3e32f70abf1bccddf2479212dd2fde,0ec2a62edef364f4bef1e1b265d3d7869bb4444a
61c931d50f3e32f70abf1bccddf2479212dd2fde,
61c931d50f3e32f70abf1bccddf2479212dd2fde,
61c931d50f3e32f70abf1bccddf2479212dd2fde,
61c931d50f3e32f70abf1bccddf2479212dd2fde,
2c3eef2f17369912e330281d54b535675077e4ca,cec1e4555a934cd680555138a58945c581af8898
2c3eef2f17369912e330281d54b535675077e4ca,462f0d645a646f8df8ae20870140dda3cbb9e4ad
2c3eef2f17369912e330281d54b535675077e4ca,d4408e4e99c74913c7bf4b7a0aacf5bf67557c96
2c3eef2f17369912e330281d54b535675077e4ca,a6b7b5dbd1eb6ac765cdb9c9f70b90aa11e45854
2c3eef2f17369912e330281d54b535675077e4ca,b645ede48c4929913e55313a4bd5084096cdd1de
2c3eef2f17369912e330281d54b535675077e4ca,a2e52a7e9c0862d2d841e5a788f1e975e736d7c5
2c3eef2f17369912e330281d54b535675077e4ca,8f973517436e21e4e6f54b37837a9f6681d06265
2c3eef2f17369912e330281d54b535675077e4ca,0936310d0994790f228fb4f93cd3022c567072a0
2c3eef2f17369912e330281d54b535675077e4ca,0600153a398f713513b683ff6298490428ebfe48
2c3eef2f17369912e330281d54b535675077e4ca,4d706ff44753d0f040d20ed24cfd22b4bbc9cbfb
2c3eef2f17369912e330281d54b535675077e4ca,a057cb8d5edc815bfffeb9087561881aff026013
2c3eef2f17369912e330281d54b535675077e4ca,774353c2e27fcffe9a339e2393339955c9d2ebbe
2c3eef2f17369912e330281d54b535675077e4ca,d5975979ad3ab536799ba3433afb472cba7797b3
2c3eef2f17369912e330281d54b535675077e4ca,24638deb8ad40ab2b2ed2d9c839635bca3596ac8
2c3eef2f17369912e330281d54b535675077e4ca,412bc18150210959ec9f9bf176fdc6e8ee6cb7ef
2c3eef2f17369912e330281d54b535675077e4ca,9987c5b3239bd00c5782215be134509371ebae3b
2c3eef2f17369912e330281d54b535675077e4ca,b52603ac4d8bfd18128b3d1a9593e9f8744c8040
2c3eef2f17369912e330281d54b535675077e4ca,5121cfcefa910f1a5d55094a330b6e5783b0f8f6
2c3eef2f17369912e330281d54b535675077e4ca,7c70459d56214a7a3202732670f5ce726508eff6
2c3eef2f17369912e330281d54b535675077e4ca,caa297bbb7f3d97b47621d1d790695bc8b9364aa
2c3eef2f17369912e330281d54b535675077e4ca,ce2a41d31657c32a4945d79d5902b1576fed3ad8
2c3eef2f17369912e330281d54b535675077e4ca,acc813b2636724749fb88b978a64b885da047f8d
2c3eef2f17369912e330281d54b535675077e4ca,898a69882322e74df1f94c9c2d9219e2a54c77e0
2c3eef2f17369912e330281d54b535675077e4ca,006b5b58e8d8475ab9295b3336beae102416444f
2c3eef2f17369912e330281d54b535675077e4ca,ee3552fca0d107fb574aaa409d5ad1064d159265
2c3eef2f17369912e330281d54b535675077e4ca,dab7e605237ad4f4fe56dcba2861b8f0a57112be
2c3eef2f17369912e330281d54b535675077e4ca,31dfc4dc7e4bb4f72eb41f06826f19bf8b4b5693
2c3eef2f17369912e330281d54b535675077e4ca,404ae4a2b31d5c2184861cf702f953e47db40cab
2c3eef2f17369912e330281d54b535675077e4ca,4f993ba5db62053b259cd3f3be545fb8d7184b0f
2c3eef2f17369912e330281d54b535675077e4ca,1c918798bbfd2caa2335c5cd9f15c08e56ed2cde
2c3eef2f17369912e330281d54b535675077e4ca,a00252ffc7a40176c5e1366011aa8c7b13c11f4b
2c3eef2f17369912e330281d54b535675077e4ca,6225e79d804a3658462ae41115d4d31143c4ae6f
2c3eef2f17369912e330281d54b535675077e4ca,9d271bf4b78b933740c322835406de67b20d69e1
2c3eef2f17369912e330281d54b535675077e4ca,293700d335c1a842d29ecf1248dba0ea1569fcdd
2c3eef2f17369912e330281d54b535675077e4ca,8f1f19dace1d94dd96a6c453af3ef547bc41d3a5
2c3eef2f17369912e330281d54b535675077e4ca,f8fda7abca9a2af1b572ead5cbb9655daa7aa4f1
2c3eef2f17369912e330281d54b535675077e4ca,6b9f863505b2fbfe601580ae0f2a3ad1d4184bfa
2c3eef2f17369912e330281d54b535675077e4ca,f5b29e844b2ed9440053863ee8de0dccbb1d8c34
2c3eef2f17369912e330281d54b535675077e4ca,1f1331994fcd8eeac19d0a77fcc08378c1168379
2c3eef2f17369912e330281d54b535675077e4ca,fa7de67b00d92e9aafabe55bf0f97c7627d78dbb
2c3eef2f17369912e330281d54b535675077e4ca,142076521067f39aa0f2b86a01150561257c4ec5
2c3eef2f17369912e330281d54b535675077e4ca,d3de2c950f4a625be32eecf54ae6a3db2b7b779f
2c3eef2f17369912e330281d54b535675077e4ca,3433d785ac9a6f1ced1706dc4393f8b7dd20809c
2c3eef2f17369912e330281d54b535675077e4ca,945ade65c0cd2ce30dbd232d720c953574626d0a
2c3eef2f17369912e330281d54b535675077e4ca,b46d58abeab7d2f31754515e0a686ef8128dae55
2c3eef2f17369912e330281d54b535675077e4ca,b52cb5fb99b52a4aaeba8df099339f2291be0cc9
2c3eef2f17369912e330281d54b535675077e4ca,10287acfb08806de28881919978a3da673584b69
2c3eef2f17369912e330281d54b535675077e4ca,846670cc06fd22e6b40748049b00a4479bd61446
2c3eef2f17369912e330281d54b535675077e4ca,b78a851f206d330eda8c9f01e2e2ab00cbab96bb
2c3eef2f17369912e330281d54b535675077e4ca,
2c3eef2f17369912e330281d54b535675077e4ca,ee5adb0944890741d1f6b3c4b2679044ce6f3659
2c3eef2f17369912e330281d54b535675077e4ca,
2c3eef2f17369912e330281d54b535675077e4ca,ff0c9439d0883ad851ef13437f794c5a94c0312c
2c3eef2f17369912e330281d54b535675077e4ca,04129379d4120364c8ff81c3dac5c0f546181e83
2c3eef2f17369912e330281d54b535675077e4ca,
2c3eef2f17369912e330281d54b535675077e4ca,
2c3eef2f17369912e330281d54b535675077e4ca,7bcc53f1baf3358517a602d856192faea9442c91
2c3eef2f17369912e330281d54b535675077e4ca,e267780ffcd57712472de3cf1badece853bb2112
2c3eef2f17369912e330281d54b535675077e4ca,41a88a490d7ba9e383ecb16c4290083413a08258
2c3eef2f17369912e330281d54b535675077e4ca,
2c3eef2f17369912e330281d54b535675077e4ca,
2c3eef2f17369912e330281d54b535675077e4ca,
2c3eef2f17369912e330281d54b535675077e4ca,
e67a2817089312746d69b38ce9abfdc4b1bc69c3,13cf48695d23f7e019d670a1bf059b7f28396992
e67a2817089312746d69b38ce9abfdc4b1bc69c3,93e6ba25e4c45c3f204a09b6a6b8b02bd3596091
e67a2817089312746d69b38ce9abfdc4b1bc69c3,4bc8bd72ffa9bda2e3a7aef483008935a7a97656
e67a2817089312746d69b38ce9abfdc4b1bc69c3,6a85b59bb66e9f70c6e201a265d58a7f3aeb3aeb
e67a2817089312746d69b38ce9abfdc4b1bc69c3,d69216947188267d5537ee0f0501b2d960ecc457
e67a2817089312746d69b38ce9abfdc4b1bc69c3,a604aa1f2a2ca1a6a0b09013e71b83d36cc0f358
e67a2817089312746d69b38ce9abfdc4b1bc69c3,55a4e4a42cd86fac55491d089d07d04f09dcf957
e67a2817089312746d69b38ce9abfdc4b1bc69c3,e6456a0956675fae923c7b8636dc40f63d5daee3
e67a2817089312746d69b38ce9abfdc4b1bc69c3,26ca95a72994fdba1c1855eb6b699f98c992b5f4
e67a2817089312746d69b38ce9abfdc4b1bc69c3,867d7d569e14ebc70507d839fba54c944ed26556
e67a2817089312746d69b38ce9abfdc4b1bc69c3,9d64757a08ba95ded2ac92f738162a101336b78b
e67a2817089312746d69b38ce9abfdc4b1bc69c3,c2528e88d5554e9df9f9d482ad46cb5331c4d794
e67a2817089312746d69b38ce9abfdc4b1bc69c3,f295157f37cfb43cd8d8d2690ea124edc5ea59c2
e67a2817089312746d69b38ce9abfdc4b1bc69c3,7c70459d56214a7a3202732670f5ce726508eff6
e67a2817089312746d69b38ce9abfdc4b1bc69c3,dba7a6e03850237d46bc99d8d3836ac54a6e937b
e67a2817089312746d69b38ce9abfdc4b1bc69c3,a9ff49425610c71e81821aa49c1bfede76c966b4
e67a2817089312746d69b38ce9abfdc4b1bc69c3,4c314233869e9e8ff8c8aca60458e0aa8d315e03
e67a2817089312746d69b38ce9abfdc4b1bc69c3,7549a6e03afdd42ae94c19235db076319eeb34f8
e67a2817089312746d69b38ce9abfdc4b1bc69c3,1ba250d66f1f70adf76080ae4da3db88d25eaa58
e67a2817089312746d69b38ce9abfdc4b1bc69c3,283ae048d4bd7603bbf7bdae059580079439e1b8
e67a2817089312746d69b38ce9abfdc4b1bc69c3,03c7ec9dbac0c1c46f52b81359112d91f49bbccc
e67a2817089312746d69b38ce9abfdc4b1bc69c3,2f28cefb8a15ff58161ea335519ada91bbfb6c03
e67a2817089312746d69b38ce9abfdc4b1bc69c3,5bfae15ad73d4bfbc25b90c731a3d3dd44f2774c
e67a2817089312746d69b38ce9abfdc4b1bc69c3,db5ce7b184f3632ebb8ab3f948e53ca2ec002a9a
e67a2817089312746d69b38ce9abfdc4b1bc69c3,e09e1a1b35263646ff3d7dd71f5439f6b8b3c1ce
e67a2817089312746d69b38ce9abfdc4b1bc69c3,5c7e23da854d169bd865a927510939e8db3b88f2
e67a2817089312746d69b38ce9abfdc4b1bc69c3,208a35b667ac0b17333f593f9c68cc8d8603df1e
e67a2817089312746d69b38ce9abfdc4b1bc69c3,74b2c1bce3963fbb1300dc0995b9e275f3393cb9
e67a2817089312746d69b38ce9abfdc4b1bc69c3,
e67a2817089312746d69b38ce9abfdc4b1bc69c3,
e67a2817089312746d69b38ce9abfdc4b1bc69c3,
e67a2817089312746d69b38ce9abfdc4b1bc69c3,
e67a2817089312746d69b38ce9abfdc4b1bc69c3,
e67a2817089312746d69b38ce9abfdc4b1bc69c3,
e67a2817089312746d69b38ce9abfdc4b1bc69c3,
e67a2817089312746d69b38ce9abfdc4b1bc69c3,
e67a2817089312746d69b38ce9abfdc4b1bc69c3,
e67a2817089312746d69b38ce9abfdc4b1bc69c3,
e67a2817089312746d69b38ce9abfdc4b1bc69c3,
e67a2817089312746d69b38ce9abfdc4b1bc69c3,
e67a2817089312746d69b38ce9abfdc4b1bc69c3,e487daae19a1a09c656e20e9b45ceef7f7de264b
e67a2817089312746d69b38ce9abfdc4b1bc69c3,dd4401d20e668d4cdbc23541b63d516479c89d2e
e67a2817089312746d69b38ce9abfdc4b1bc69c3,bcca5c7e9180c4890936343d79e812cb16cbefb6
e67a2817089312746d69b38ce9abfdc4b1bc69c3,dfda0913a2df8e408f4af79e73347dc441abef09
e67a2817089312746d69b38ce9abfdc4b1bc69c3,fc881e8d0432ea8e4dd5fda4979243cac5e4b9e3
e67a2817089312746d69b38ce9abfdc4b1bc69c3,
e67a2817089312746d69b38ce9abfdc4b1bc69c3,
e67a2817089312746d69b38ce9abfdc4b1bc69c3,
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,a344b1d79033e4b3543803cc03ec34b664b75d8f
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,4bf4aca103ee7f22eb9968c31606d60738d4d334
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,0ebd0ad7fbedde936390eeac6aed1356876cbeff
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,5484384bcc932391c2c3f0a09fcee8d8baa3a5f9
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,6f9449cafe3f900c4c502adf7488de86569df645
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,fffbf0cbafa24f17fe5db8582efaa3406ebd08a4
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,8dc895f63319a46fc725ebd65e8e4773b9d57c96
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,aa93388ae047045351ffdd5b7082f85676da3a3d
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,eb1f960d5f6dded5df48d6be3e62e52320a997f7
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,723eb030b702832dcae4461584f1196c49b3aef6
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,976b5e1da8edff182406b8c085c7ca3cede5a3b7
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,4cee38d9d088cf021bc5f5b9fda6764feeb1806a
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,33271f0a7267af98252b7b86c97309baffdb1fbd
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,b6b5ff0f47cd4bef7192157df419d268dab89216
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,f7e240d076f5d9c91e8da86d87f19061d4911668
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,c8c12385ae2d31ce241c0a96cdb3295ba167ab1d
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,93d83d91aa4bfac18682a1e50645a27ca6d63285
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,ce51eff5b529ee572dab1c1f38f20adc8e89bab2
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,6fa2d1873bc12d1a698ec8d0e5e32e4236f3bd2b
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,b44e8a8d1ddcddca547f7e7e4b36b7327e6ba3d1
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,09982282703beb824163aaf6b1aa1f646afacc03
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,bcad76ae5cea05bad85fd6b2b08aa30a801d9a3b
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,69666873229bbcc43cbc26a6c4666dd26897ec22
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,0bb2c7f311aafb191a7e1a99b15ec0a3dac2193c
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,77cd8f90d727947c27d0ab2c8d4175b36d382fdf
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,140ee985794cadac30cde355056228026ec05d8f
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,1f326e8ff72a55895bf7155cdb5c69414837d26a
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,0211da344abf2efd6eda3e014b1f97e54ae139db
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,d92f36434c21a9dae14ed1b6937b3c4bcfaedf7e
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,82e331cec90a1cf601c16ee5be1da40dc3a865ca
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,1f9058eb0b639d0dffae192b3ffd5d80adabf0e9
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,9c955061892b8349bf26289bf75da1f7a8e1e6f6
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,
fe4c5074f021cd1c810892c1b6bc267b23aa6e5c,
d1ae4ab5047489c2b010c7ce72262982ad66ad60,4e77e5ec9474585aadd718f53a2e6ab27ae70af7
d1ae4ab5047489c2b010c7ce72262982ad66ad60,7123830c1cd9ad1a79d6f06d4b11963b5cda76f8
d1ae4ab5047489c2b010c7ce72262982ad66ad60,f4cfc7cbad257f1688772d59f694c16189dba811
d1ae4ab5047489c2b010c7ce72262982ad66ad60,7201559280a25dd295c2bf6d93609f76bc4198c8
d1ae4ab5047489c2b010c7ce72262982ad66ad60,a2fda847a1aaf020434afaec0eef6983729eea41
d1ae4ab5047489c2b010c7ce72262982ad66ad60,484c33038aacdd492a153b15a4ae3d27b173755a
d1ae4ab5047489c2b010c7ce72262982ad66ad60,b613887337a5d2e8fc8773037116be81e6346835
d1ae4ab5047489c2b010c7ce72262982ad66ad60,7b663c42dd72e2585eed4bf7fc41739e07ce9ff3
d1ae4ab5047489c2b010c7ce72262982ad66ad60,8f1a6b8081cf7b0201b99fc5ce0e19f09d75e5b4
d1ae4ab5047489c2b010c7ce72262982ad66ad60,accc90ddbf59121344578c432184bfa7af28ab02
d1ae4ab5047489c2b010c7ce72262982ad66ad60,db6084fdb3baceddacdc726474722debe1ef7e65
d1ae4ab5047489c2b010c7ce72262982ad66ad60,32c1e0f9ef6f1e337fe4aa2a4907314e5a3f4a5b
d1ae4ab5047489c2b010c7ce72262982ad66ad60,73e8c44c1281cf55ee3e7b5ed4d89e7108c1c6f2
d1ae4ab5047489c2b010c7ce72262982ad66ad60,1220e4a011c46804d4369b5580dc7fb6e387af54
d1ae4ab5047489c2b010c7ce72262982ad66ad60,da942e549ca2e94cab6b3e4f59483496974683e2
d1ae4ab5047489c2b010c7ce72262982ad66ad60,c82e5f800eb3a6fca0eda4aae39cdccf8aafd388
